F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,KELAS
0.023027409,0.014790242,0.016224748,0.015162196,0.016989846,0.014790242,0.012378272,0.015162196,0.014544398,0.011492275,0.010962435,0.011848404,5.128138564,10.22378149,8.393571429,9.444307764,9.170723244,10.22378149,14.03055695,9.444307764,12.33639028,16.61371658,17.7238539,15.30469656,92.75885643,266.2789193,171.7876566,221.92972,278.2768855,266.2789193,472.9357915,221.92972,481.3649079,673.2371683,738.4602267,561.8327213,0.296971589,0.144761462,0.170924875,0.148143737,0.184023233,0.144761462,0.105663118,0.148143737,0.140516719,0.090663038,0.0829395,0.093496683,63.790425,33.22215644,141.4049458,61.90983745,165.873875,69.30110534,1103.711678,3832.827973,4802.643201,0.001374199,2.40E-07,1.58E-12,3.60E-12,3.95E-24,-1.19E-15,-7.64E-24,Cheetah
0.013318072,0.011530974,0.013796898,0.011411457,0.010298835,0.011530974,0.010551911,0.011411457,0.009117308,0.009143666,0.009235618,0.008996135,11.82338724,14.77718929,9.609766713,14.56775254,19.23572797,14.77718929,16.39770426,14.56775254,24.23144078,23.03801597,21.52500438,23.2578151,373.4113632,524.866195,213.2425487,492.7676906,875.5276036,524.866195,582.8943523,492.7676906,1286.975597,1135.860681,950.8431504,1122.15533,0.140387254,0.103059746,0.141553482,0.100509013,0.085936419,0.103059746,0.084896332,0.100509013,0.064957598,0.063450686,0.064478882,0.060784543,86.36940104,42.59100898,99.57698785,48.49377924,96.05118924,53.8010745,1813.994046,2351.646625,2894.555618,0.001882687,1.06E-06,7.69E-12,2.11E-12,5.98E-24,-1.65E-15,-6.01E-24,Cheetah
0.008247804,0.00727611,0.008181711,0.007271536,0.0067142,0.00727611,0.006648834,0.007271536,0.006161428,0.00613044,0.006073494,0.006138103,18.29460015,23.69175833,18.65847678,23.81338694,28.52733358,23.69175833,29.04856692,23.81338694,34.43321432,34.35331841,35.28899353,34.3758194,672.9725027,1111.984484,705.9302721,1122.376828,1593.651791,1111.984484,1649.989782,1122.376828,2248.347106,2222.892841,2349.837862,2229.033571,0.076082542,0.058531037,0.076456856,0.058935068,0.050256794,0.058531037,0.049572412,0.058935068,0.041251417,0.039595849,0.039345272,0.040478049,76.05361737,56.34803772,144.6381434,59.38039625,150.2851038,60.00053686,3175.101354,3526.031459,3600.064424,0.001340222,3.05E-07,5.91E-12,1.30E-12,-3.57E-24,-6.90E-16,3.09E-25,Cheetah
0.074660258,0.063043936,0.069065481,0.061800998,0.062067197,0.063043936,0.057254256,0.061800998,0.05675224,0.053190024,0.05243646,0.052184082,2.018228773,3.49718586,3.481257222,4.16334029,3.538326141,3.49718586,5.767150555,4.16334029,4.698242089,5.68218124,7.386134077,6.630282989,21.10125976,69.89292354,64.26916739,81.33971416,64.01373432,69.89292354,164.8801902,81.33971416,110.9751731,172.2765087,250.1894106,192.5671987,0.541035433,0.429362705,0.452957733,0.406350287,0.42855644,0.429362705,0.353106053,0.406350287,0.379660663,0.337150383,0.308964987,0.319771305,143.5309411,41.40812845,121.5021634,48.30993505,39.81160541,58.92904953,1714.633102,2333.849824,3472.632878,0.00260516,3.68E-06,1.20E-10,2.53E-10,2.59E-20,4.70E-13,3.58E-20,Hiu
0.039056266,0.032527954,0.037955524,0.032763036,0.03046256,0.032527954,0.030254056,0.032763036,0.02659461,0.025797405,0.026322687,0.0260684,3.501549703,5.533350529,4.546718147,5.371704242,5.982064693,5.533350529,7.689341085,5.371704242,7.765868408,8.808982842,9.934824903,8.465229801,45.32215352,105.2526177,69.1229408,95.68076188,126.4197377,105.2526177,189.911854,95.68076188,207.1537897,258.9306785,310.8334468,230.996124,0.429386115,0.333399717,0.379688457,0.336966236,0.316414138,0.333399717,0.285179264,0.336966236,0.262828935,0.245392782,0.239380161,0.250477279,158.3799359,39.15254897,134.0822756,45.19768697,58.76173077,70.78724244,1532.922091,2042.830907,5010.833693,0.001610901,7.55E-07,3.29E-11,3.12E-11,-9.93E-22,-2.71E-14,-1.25E-22,Hiu
0.035416673,0.029173362,0.033462662,0.029002863,0.027147043,0.029173362,0.025792076,0.029002863,0.023775746,0.022996894,0.022525109,0.02278439,1.970181575,3.497245492,2.88488978,3.464924509,3.462256684,3.497245492,5.149017403,3.464924509,4.627153949,6.000040268,7.041309188,5.971568091,18.75995995,61.20417872,43.65199198,54.20938272,55.91231551,61.20417872,132.2231807,54.20938272,96.49851138,174.0393365,227.5064467,151.5003409,0.486439429,0.365888805,0.42701644,0.360930635,0.343038124,0.365888805,0.296353227,0.360930635,0.284021532,0.258174701,0.241989074,0.251983336,80.32570133,51.06517063,75.70258133,51.97174059,56.94708533,54.28471738,2607.651652,2701.061819,2946.830541,0.002126368,1.05E-06,9.89E-11,8.76E-11,-7.73E-21,7.74E-14,-2.61E-21,Hiu
0.144044593,0.12973398,0.145726128,0.129405328,0.125669787,0.12973398,0.128289278,0.129405328,0.114694145,0.110222331,0.117266939,0.109823129,0.886687321,1.513201157,1.039841934,1.28895607,1.573752188,1.513201157,1.827166317,1.28895607,2.116313333,2.519600801,2.450475607,2.143637988,10.34416276,28.44240897,14.67380288,16.32074127,29.479097,28.44240897,40.9858607,16.32074127,49.52610768,70.97477269,67.26365254,41.44300205,0.802111712,0.728460093,0.79177783,0.729493556,0.717667132,0.728460093,0.708568347,0.729493556,0.660690127,0.630836907,0.651520256,0.630430887,139.0493882,22.17201236,89.86564892,21.49525336,9.948703897,28.7789793,491.598132,462.045917,828.2296495,0.002413974,9.15E-07,1.45E-11,9.18E-14,1.02E-25,-8.60E-17,2.86E-26,Hiu
0.038594264,0.032690554,0.035996361,0.032308931,0.031293577,0.032690554,0.02911236,0.032308931,0.028979159,0.027928328,0.026665996,0.027391953,2.079216868,2.77522764,2.414619865,3.106685209,3.253857764,2.77522764,3.838740399,3.106685209,3.8332468,3.969926364,4.66893165,4.492337554,18.69987103,30.41845801,25.69117413,44.06225632,46.64230318,30.41845801,68.55944086,44.06225632,67.2993957,67.46834581,107.0225523,100.1858151,0.514121617,0.427251058,0.476148579,0.421748242,0.405552155,0.427251058,0.37028934,0.421748242,0.369080264,0.352132256,0.332454235,0.343270631,163.7936035,31.50308522,125.5182502,44.01740382,52.60592536,62.30538594,992.4443782,1937.531839,3881.961117,0.001548383,4.23E-07,2.57E-11,3.85E-11,-9.78E-22,-7.97E-17,-7.13E-22,Hiu
0.046140456,0.036836259,0.042511122,0.038022871,0.037056326,0.036836259,0.034877278,0.038022871,0.032518241,0.029787445,0.031131103,0.031157979,1.973092129,3.231500666,2.439990764,2.802393197,3.276593647,3.231500666,3.950222154,2.802393197,4.228719088,5.079369009,5.018874459,4.301082389,45.55546326,84.41391643,42.3904649,61.42430381,111.895702,84.41391643,111.6353934,61.42430381,165.3581309,189.9057597,180.1184477,141.7010156,0.64550616,0.513067537,0.578062164,0.531345979,0.525029284,0.513067537,0.474193634,0.531345979,0.456127829,0.406125224,0.421063026,0.430189618,162.3823072,55.71669374,153.9741567,55.87497341,67.55921659,55.37678756,3104.349961,3122.012653,3066.588601,0.001389898,2.55E-07,1.19E-10,1.12E-10,1.14E-20,5.18E-14,-6.03E-21,Hiu
0.064352677,0.049924195,0.053506283,0.048430002,0.053585802,0.049924195,0.041094961,0.048430002,0.047486115,0.039076447,0.035226851,0.037701056,1.68198338,2.937425412,2.605546479,3.404145223,2.99800782,2.937425412,4.751127546,3.404145223,3.988275714,5.095457313,6.438683995,5.916939072,22.3734059,49.60940647,38.21257314,65.07728239,68.24250605,49.60940647,123.024792,65.07728239,112.9225078,145.1636538,214.0860227,188.3150096,0.647313406,0.508478383,0.535156581,0.485174155,0.537766821,0.508478383,0.406918824,0.485174155,0.477259477,0.390537148,0.337305018,0.367748737,125.4596559,30.45653261,95.93974366,37.75877566,35.32331459,52.18695922,927.6003789,1425.725139,2723.478713,0.002213725,1.85E-06,3.25E-10,3.37E-10,9.89E-20,4.35E-13,-5.17E-20,Hiu
0.810112904,0.80827553,0.809183393,0.808256816,0.808557327,0.80827553,0.807284808,0.808256816,0.807632409,0.806265617,0.806003818,0.806321721,0.804768769,1.229363498,1.024982983,1.276441607,1.353609218,1.229363498,1.798757515,1.276441607,1.745919759,2.072798904,2.425051153,2.106716439,18.90459259,40.93447201,26.95644845,41.1205119,54.87069539,40.93447201,80.83557916,41.1205119,91.87378335,113.3351954,137.5423571,107.2831294,0.88836058,0.866527314,0.873043556,0.866100006,0.870346412,0.866527314,0.854636489,0.866100006,0.863739603,0.851675954,0.846773884,0.851366861,234.871621,49.8380299,235.602544,48.97004365,235.528451,48.65495326,2483.829224,2398.065175,2367.304477,0.000747963,2.05E-10,7.70E-15,2.39E-14,-3.24E-28,-1.25E-19,2.40E-31,Hiu
0.095839105,0.084059601,0.090950969,0.084239587,0.083885791,0.084059601,0.078326961,0.084239587,0.078060373,0.073090003,0.07263584,0.073339048,1.675943314,3.320935829,2.895995822,3.164070776,2.896717172,3.320935829,5.019470147,3.164070776,3.798608931,5.520678272,6.751868873,5.264505,15.81055469,66.72259493,48.24660515,51.28772324,49.00049634,66.72259493,143.2216699,51.28772324,88.17508721,182.3160934,248.3493479,145.0395352,0.605151438,0.480827021,0.520968023,0.485022795,0.494913797,0.480827021,0.416522748,0.485022795,0.445804748,0.388251663,0.368111497,0.393475077,157.5797873,52.1098493,137.2586632,67.20073967,88.22036024,45.38595861,2715.436394,4515.939413,2059.885239,0.00164078,7.59E-07,1.00E-11,1.37E-11,1.39E-22,-1.18E-14,-8.05E-23,Hiu
0.04497633,0.034584806,0.039156595,0.034178801,0.035609144,0.034584806,0.029998551,0.034178801,0.031583038,0.027696183,0.026410802,0.027154674,5.082332662,7.895501204,5.755167959,7.969000597,9.015476429,7.895501204,10.26930052,7.969000597,11.3983567,11.99607207,13.05596146,12.21799805,140.8936096,268.0990386,164.8477078,271.5581187,343.6617247,268.0990386,405.8584113,271.5581187,510.6533902,540.2251748,610.7432426,552.0084889,0.417888093,0.302720036,0.362685887,0.296153061,0.303719338,0.302720036,0.240463854,0.296153061,0.258153053,0.216434292,0.197267201,0.206354038,110.5035002,45.36620664,93.93662704,45.08345276,64.37534087,60.1642156,2058.092705,2032.517712,3619.732839,0.001927162,8.67E-07,7.95E-12,1.03E-10,2.28E-22,9.62E-14,2.96E-21,Hiu
